Hospital,Date,Bed Type,Status,Count
All SF Acute Hospitals,5/11/2021,Intensive Care,COVID-19 (Confirmed & Suspected),7
All SF Acute Hospitals,5/11/2021,Intensive Care,Other Patients,188
All SF Acute Hospitals,5/11/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/11/2021,Acute Care,COVID-19 (Confirmed & Suspected),13
All SF Acute Hospitals,5/11/2021,Acute Care,Other Patients,1256
All SF Acute Hospitals,5/11/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/12/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/12/2021,Acute Care,Available,361
All SF Acute Hospitals,5/12/2021,Acute Care Surge,Available,237
All SF Acute Hospitals,5/12/2021,Intensive Care,Available,86
All SF Acute Hospitals,5/12/2021,Intensive Care,COVID-19 (Confirmed & Suspected),5
All SF Acute Hospitals,5/12/2021,Intensive Care,Other Patients,195
All SF Acute Hospitals,5/12/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/12/2021,Acute Care,COVID-19 (Confirmed & Suspected),10
All SF Acute Hospitals,5/12/2021,Acute Care,Other Patients,1245
All SF Acute Hospitals,5/12/2021,Acute Care Surge,Occupied Surge,10
All SF Acute Hospitals,5/13/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/13/2021,Acute Care,Available,350
All SF Acute Hospitals,5/13/2021,Acute Care Surge,Available,232
All SF Acute Hospitals,5/13/2021,Intensive Care,Available,89
All SF Acute Hospitals,5/13/2021,Intensive Care,COVID-19 (Confirmed & Suspected),6
All SF Acute Hospitals,5/13/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/13/2021,Acute Care,COVID-19 (Confirmed & Suspected),8
All SF Acute Hospitals,5/13/2021,Acute Care,Other Patients,1258
All SF Acute Hospitals,5/13/2021,Acute Care Surge,Occupied Surge,15
All SF Acute Hospitals,5/13/2021,Intensive Care,Other Patients,191
All SF Acute Hospitals,5/14/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/14/2021,Acute Care,Available,409
All SF Acute Hospitals,5/14/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/14/2021,Intensive Care,Available,95
All SF Acute Hospitals,5/14/2021,Intensive Care,COVID-19 (Confirmed & Suspected),9
All SF Acute Hospitals,5/14/2021,Intensive Care,Other Patients,182
All SF Acute Hospitals,5/14/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/14/2021,Acute Care,COVID-19 (Confirmed & Suspected),7
All SF Acute Hospitals,5/14/2021,Acute Care,Other Patients,1200
All SF Acute Hospitals,5/14/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/15/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/15/2021,Acute Care,Available,473
All SF Acute Hospitals,5/15/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/15/2021,Intensive Care,Available,111
All SF Acute Hospitals,5/15/2021,Intensive Care,COVID-19 (Confirmed & Suspected),8
All SF Acute Hospitals,5/15/2021,Intensive Care,Other Patients,167
All SF Acute Hospitals,5/15/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/15/2021,Acute Care,COVID-19 (Confirmed & Suspected),8
All SF Acute Hospitals,5/15/2021,Acute Care,Other Patients,1135
All SF Acute Hospitals,5/15/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/16/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/16/2021,Acute Care,Available,454
All SF Acute Hospitals,5/16/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/16/2021,Intensive Care,Available,118
All SF Acute Hospitals,5/16/2021,Intensive Care,COVID-19 (Confirmed & Suspected),7
All SF Acute Hospitals,5/16/2021,Intensive Care,Other Patients,161
All SF Acute Hospitals,5/16/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/16/2021,Acute Care,COVID-19 (Confirmed & Suspected),10
All SF Acute Hospitals,5/16/2021,Acute Care,Other Patients,1152
All SF Acute Hospitals,5/16/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/17/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/17/2021,Acute Care,Available,410
All SF Acute Hospitals,5/17/2021,Acute Care Surge,Available,243
All SF Acute Hospitals,5/17/2021,Intensive Care,Available,99
All SF Acute Hospitals,5/17/2021,Intensive Care,COVID-19 (Confirmed & Suspected),7
All SF Acute Hospitals,5/17/2021,Intensive Care,Other Patients,180
All SF Acute Hospitals,5/17/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/17/2021,Acute Care,COVID-19 (Confirmed & Suspected),14
All SF Acute Hospitals,5/17/2021,Acute Care,Other Patients,1192
All SF Acute Hospitals,5/17/2021,Acute Care Surge,Occupied Surge,4
All SF Acute Hospitals,5/18/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/18/2021,Acute Care,Available,366
All SF Acute Hospitals,5/18/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/18/2021,Intensive Care,Available,94
All SF Acute Hospitals,5/18/2021,Intensive Care,COVID-19 (Confirmed & Suspected),7
All SF Acute Hospitals,5/18/2021,Intensive Care,Other Patients,185
All SF Acute Hospitals,5/18/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/18/2021,Acute Care,COVID-19 (Confirmed & Suspected),16
All SF Acute Hospitals,5/18/2021,Acute Care,Other Patients,1234
All SF Acute Hospitals,5/18/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/19/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/19/2021,Acute Care,Available,366
All SF Acute Hospitals,5/19/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/19/2021,Intensive Care,Available,95
All SF Acute Hospitals,5/19/2021,Intensive Care,COVID-19 (Confirmed & Suspected),6
All SF Acute Hospitals,5/19/2021,Intensive Care,Other Patients,185
All SF Acute Hospitals,5/19/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/19/2021,Acute Care,COVID-19 (Confirmed & Suspected),13
All SF Acute Hospitals,5/19/2021,Acute Care,Other Patients,1237
All SF Acute Hospitals,5/19/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/20/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/20/2021,Acute Care,Available,419
All SF Acute Hospitals,5/20/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/20/2021,Intensive Care,Available,83
All SF Acute Hospitals,5/20/2021,Intensive Care,COVID-19 (Confirmed & Suspected),6
All SF Acute Hospitals,5/20/2021,Intensive Care,Other Patients,197
All SF Acute Hospitals,5/20/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/20/2021,Acute Care,COVID-19 (Confirmed & Suspected),14
All SF Acute Hospitals,5/20/2021,Acute Care,Other Patients,1183
All SF Acute Hospitals,5/20/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/21/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/21/2021,Acute Care,Available,455
All SF Acute Hospitals,5/21/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/21/2021,Intensive Care,Available,85
All SF Acute Hospitals,5/21/2021,Intensive Care,COVID-19 (Confirmed & Suspected),6
All SF Acute Hospitals,5/21/2021,Intensive Care,Other Patients,195
All SF Acute Hospitals,5/21/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/21/2021,Acute Care,COVID-19 (Confirmed & Suspected),13
All SF Acute Hospitals,5/21/2021,Acute Care,Other Patients,1148
All SF Acute Hospitals,5/21/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/22/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/22/2021,Acute Care,Available,519
All SF Acute Hospitals,5/22/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/22/2021,Intensive Care,Available,106
All SF Acute Hospitals,5/22/2021,Intensive Care,COVID-19 (Confirmed & Suspected),7
All SF Acute Hospitals,5/22/2021,Intensive Care,Other Patients,173
All SF Acute Hospitals,5/22/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/22/2021,Acute Care,COVID-19 (Confirmed & Suspected),9
All SF Acute Hospitals,5/22/2021,Acute Care,Other Patients,1088
All SF Acute Hospitals,5/22/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/23/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/23/2021,Acute Care,Available,496
All SF Acute Hospitals,5/23/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/23/2021,Intensive Care,Available,119
All SF Acute Hospitals,5/23/2021,Intensive Care,COVID-19 (Confirmed & Suspected),8
All SF Acute Hospitals,5/23/2021,Intensive Care,Other Patients,159
All SF Acute Hospitals,5/23/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/23/2021,Acute Care,COVID-19 (Confirmed & Suspected),9
All SF Acute Hospitals,5/23/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/23/2021,Acute Care,Other Patients,1111
All SF Acute Hospitals,5/24/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/24/2021,Acute Care,Available,434
All SF Acute Hospitals,5/24/2021,Acute Care Surge,Available,237
All SF Acute Hospitals,5/24/2021,Intensive Care,Available,98
All SF Acute Hospitals,5/24/2021,Intensive Care,COVID-19 (Confirmed & Suspected),6
All SF Acute Hospitals,5/24/2021,Intensive Care,Other Patients,182
All SF Acute Hospitals,5/24/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/24/2021,Acute Care,COVID-19 (Confirmed & Suspected),13
All SF Acute Hospitals,5/24/2021,Acute Care,Other Patients,1169
All SF Acute Hospitals,5/24/2021,Acute Care Surge,Occupied Surge,10
All SF Acute Hospitals,5/25/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/25/2021,Acute Care,Available,381
All SF Acute Hospitals,5/25/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/25/2021,Intensive Care,COVID-19 (Confirmed & Suspected),8
All SF Acute Hospitals,5/25/2021,Intensive Care,Other Patients,179
All SF Acute Hospitals,5/25/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/25/2021,Acute Care,COVID-19 (Confirmed & Suspected),13
All SF Acute Hospitals,5/25/2021,Acute Care,Other Patients,1222
All SF Acute Hospitals,5/25/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/25/2021,Intensive Care,Available,99
All SF Acute Hospitals,5/26/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/26/2021,Acute Care,Available,419
All SF Acute Hospitals,5/26/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/26/2021,Intensive Care,Available,90
All SF Acute Hospitals,5/26/2021,Intensive Care,COVID-19 (Confirmed & Suspected),7
All SF Acute Hospitals,5/26/2021,Intensive Care,Other Patients,189
All SF Acute Hospitals,5/26/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/26/2021,Acute Care,COVID-19 (Confirmed & Suspected),14
All SF Acute Hospitals,5/26/2021,Acute Care,Other Patients,1183
All SF Acute Hospitals,5/26/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/27/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/27/2021,Acute Care,Available,373
All SF Acute Hospitals,5/27/2021,Acute Care Surge,Available,241
All SF Acute Hospitals,5/27/2021,Intensive Care,Available,93
All SF Acute Hospitals,5/27/2021,Intensive Care,COVID-19 (Confirmed & Suspected),3
All SF Acute Hospitals,5/27/2021,Intensive Care,Other Patients,190
All SF Acute Hospitals,5/27/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/27/2021,Acute Care,COVID-19 (Confirmed & Suspected),14
All SF Acute Hospitals,5/27/2021,Acute Care,Other Patients,1229
All SF Acute Hospitals,5/27/2021,Acute Care Surge,Occupied Surge,6
All SF Acute Hospitals,5/28/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/28/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/28/2021,Intensive Care,Available,90
All SF Acute Hospitals,5/28/2021,Intensive Care,COVID-19 (Confirmed & Suspected),3
All SF Acute Hospitals,5/28/2021,Intensive Care,Other Patients,193
All SF Acute Hospitals,5/28/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/28/2021,Acute Care,COVID-19 (Confirmed & Suspected),12
All SF Acute Hospitals,5/28/2021,Acute Care,Other Patients,1166
All SF Acute Hospitals,5/28/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/28/2021,Acute Care,Available,438
All SF Acute Hospitals,5/29/2021,Acute Care,Available,491
All SF Acute Hospitals,5/29/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/29/2021,Intensive Care,Available,102
All SF Acute Hospitals,5/29/2021,Intensive Care,COVID-19 (Confirmed & Suspected),6
All SF Acute Hospitals,5/29/2021,Intensive Care,Other Patients,178
All SF Acute Hospitals,5/29/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/29/2021,Acute Care,COVID-19 (Confirmed & Suspected),12
All SF Acute Hospitals,5/29/2021,Acute Care,Other Patients,1113
All SF Acute Hospitals,5/29/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/29/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/30/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/30/2021,Acute Care,Available,524
All SF Acute Hospitals,5/30/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/30/2021,Intensive Care,Available,112
All SF Acute Hospitals,5/30/2021,Intensive Care,COVID-19 (Confirmed & Suspected),7
All SF Acute Hospitals,5/30/2021,Intensive Care,Other Patients,167
All SF Acute Hospitals,5/30/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/30/2021,Acute Care,COVID-19 (Confirmed & Suspected),3
All SF Acute Hospitals,5/30/2021,Acute Care,Other Patients,1089
All SF Acute Hospitals,5/30/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/31/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,5/31/2021,Acute Care,Available,516
All SF Acute Hospitals,5/31/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,5/31/2021,Intensive Care,Available,116
All SF Acute Hospitals,5/31/2021,Intensive Care,COVID-19 (Confirmed & Suspected),8
All SF Acute Hospitals,5/31/2021,Intensive Care,Other Patients,162
All SF Acute Hospitals,5/31/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,5/31/2021,Acute Care,COVID-19 (Confirmed & Suspected),10
All SF Acute Hospitals,5/31/2021,Acute Care,Other Patients,1090
All SF Acute Hospitals,5/31/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,6/1/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,6/1/2021,Acute Care,Available,431
All SF Acute Hospitals,6/1/2021,Acute Care Surge,Available,243
All SF Acute Hospitals,6/1/2021,Intensive Care,Available,107
All SF Acute Hospitals,6/1/2021,Intensive Care,COVID-19 (Confirmed & Suspected),6
All SF Acute Hospitals,6/1/2021,Intensive Care,Other Patients,173
All SF Acute Hospitals,6/1/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,6/1/2021,Acute Care,COVID-19 (Confirmed & Suspected),7
All SF Acute Hospitals,6/1/2021,Acute Care,Other Patients,1178
All SF Acute Hospitals,6/1/2021,Acute Care Surge,Occupied Surge,4
All SF Acute Hospitals,6/2/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,6/2/2021,Acute Care Surge,Available,241
All SF Acute Hospitals,6/2/2021,Intensive Care,Available,101
All SF Acute Hospitals,6/2/2021,Intensive Care,COVID-19 (Confirmed & Suspected),6
All SF Acute Hospitals,6/2/2021,Intensive Care,Other Patients,179
All SF Acute Hospitals,6/2/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,6/2/2021,Acute Care,COVID-19 (Confirmed & Suspected),8
All SF Acute Hospitals,6/2/2021,Acute Care,Other Patients,1248
All SF Acute Hospitals,6/2/2021,Acute Care Surge,Occupied Surge,6
All SF Acute Hospitals,6/2/2021,Acute Care,Available,360
All SF Acute Hospitals,6/3/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,6/3/2021,Acute Care,Available,347
All SF Acute Hospitals,6/3/2021,Acute Care Surge,Available,237
All SF Acute Hospitals,6/3/2021,Intensive Care,Available,95
All SF Acute Hospitals,6/3/2021,Intensive Care,COVID-19 (Confirmed & Suspected),5
All SF Acute Hospitals,6/3/2021,Intensive Care,Other Patients,186
All SF Acute Hospitals,6/3/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,6/3/2021,Acute Care,COVID-19 (Confirmed & Suspected),5
All SF Acute Hospitals,6/3/2021,Acute Care,Other Patients,1264
All SF Acute Hospitals,6/3/2021,Acute Care Surge,Occupied Surge,10
All SF Acute Hospitals,6/4/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,6/4/2021,Acute Care,Available,372
All SF Acute Hospitals,6/4/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,6/4/2021,Intensive Care,Available,103
All SF Acute Hospitals,6/4/2021,Intensive Care,COVID-19 (Confirmed & Suspected),5
All SF Acute Hospitals,6/4/2021,Intensive Care,Other Patients,178
All SF Acute Hospitals,6/4/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,6/4/2021,Acute Care,COVID-19 (Confirmed & Suspected),6
All SF Acute Hospitals,6/4/2021,Acute Care,Other Patients,1238
All SF Acute Hospitals,6/4/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,6/5/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,6/5/2021,Acute Care,Available,437
All SF Acute Hospitals,6/5/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,6/5/2021,Intensive Care,Available,118
All SF Acute Hospitals,6/5/2021,Intensive Care,COVID-19 (Confirmed & Suspected),7
All SF Acute Hospitals,6/5/2021,Intensive Care,Other Patients,161
All SF Acute Hospitals,6/5/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,6/5/2021,Acute Care,COVID-19 (Confirmed & Suspected),6
All SF Acute Hospitals,6/5/2021,Acute Care,Other Patients,1173
All SF Acute Hospitals,6/5/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,6/6/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,6/6/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,6/6/2021,Intensive Care,Available,114
All SF Acute Hospitals,6/6/2021,Intensive Care,COVID-19 (Confirmed & Suspected),8
All SF Acute Hospitals,6/6/2021,Intensive Care,Other Patients,164
All SF Acute Hospitals,6/6/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,6/6/2021,Acute Care,COVID-19 (Confirmed & Suspected),13
All SF Acute Hospitals,6/6/2021,Acute Care,Other Patients,1133
All SF Acute Hospitals,6/6/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,6/6/2021,Acute Care,Available,470
All SF Acute Hospitals,6/7/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,6/7/2021,Acute Care,Available,403
All SF Acute Hospitals,6/7/2021,Acute Care Surge,Available,247
All SF Acute Hospitals,6/7/2021,Intensive Care,Available,112
All SF Acute Hospitals,6/7/2021,Intensive Care,COVID-19 (Confirmed & Suspected),4
All SF Acute Hospitals,6/7/2021,Intensive Care,Other Patients,170
All SF Acute Hospitals,6/7/2021,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,6/7/2021,Acute Care,COVID-19 (Confirmed & Suspected),11
All SF Acute Hospitals,6/7/2021,Acute Care,Other Patients,1202
All SF Acute Hospitals,6/7/2021,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,6/8/2021,Intensive Care Surge,Available,298
All SF Acute Hospitals,6/8/2021,Acute Care,Available,403
